Sector,Camera,CCD,RA_center,DEC_center,ROTATION,RA_corner1,DEC_corner1,RA_corner2,DEC_corner2,RA_corner3,DEC_corner3,RA_corner4,DEC_corner4
22,1,1,181.9606963635781,25.51557761691295,150.99184170796656,190.56716504504465,27.454720648022263,184.58612607880218,17.378174466379544,172.92952353068316,22.852629169665388,178.82121015836927,33.57614126309422
22,1,2,169.0962517893886,30.923836201789115,157.86996772287597,178.63247614111887,33.64658497486657,172.75288082884217,22.92076285815449,160.2053174440147,27.45468590103522,165.14184749074337,38.16975863749669
22,1,3,164.00378616667743,19.51748658474991,-21.915509601953303,156.39086418235448,16.266933317411286,160.1120320827727,27.224058280108135,172.63262005873034,22.680998508005818,167.65026638595828,11.763505785178275
22,1,4,176.05187513283192,14.522083663882043,-24.679251432431005,167.81308084377395,11.693124681977723,172.82088810006363,22.625363087841084,184.45348064723572,17.15224782710761,178.8337677999517,7.059097297530065
22,2,1,198.5399023780264,45.22274985365832,138.16763682727895,209.81202138488132,45.13373820050392,199.37161897836762,36.7558474665344,186.47722829195962,44.07445213144028,197.22642518074247,53.6884833148571
22,2,2,182.95952994014655,52.542583967272776,150.65953226724886,197.0127356268411,53.80826702029277,186.27537287613413,44.17992281922309,170.21386991046933,49.648248718652965,178.55271976026478,60.10927748997154
22,2,3,174.73687495903843,41.55119155130395,-24.945547223270463,165.18743870474455,38.45675190043042,170.07259811170144,49.39263825336677,186.06113343749334,43.93573888118271,178.50862958374185,33.58470069764001
22,2,4,188.7422384543399,35.411953622433714,-32.95009519808796,178.68559794856907,33.50578534690069,186.27264822303005,43.84477996940268,199.15121586547983,36.55317011468503,190.59915590625272,27.628919296743305
22,3,1,194.87406025028613,62.229241651899684,-37.86629175234951,178.77833121253076,60.33121817053695,191.41575348393437,70.60926602947873,213.42273349745022,61.98697965212567,197.00794308616082,53.79396812135744
22,3,2,211.51193706026908,53.27966940213442,-51.33682628640014,197.2113177211463,53.68801467512386,213.62195947325412,61.85514253252809,225.06176658693607,51.33129314357082,210.22267866093617,45.37591623767293
22,3,3,230.96236634906245,59.35275110102611,109.53352826198439,243.65136680102148,55.30362255159992,225.4467191530869,51.45123624028532,214.09353104334397,62.015903902579765,239.51563919814376,66.95073413790136
22,3,4,217.7668268712161,70.64764158760639,122.0064846117093,239.39400693680986,67.10309362639143,213.8658495437624,62.142407544392405,191.8274800080626,70.81852270973677,226.01503487847756,78.29738526745894
